No    ,Deprem Kodu,Olus tarihi,Olus zamani,Enlem,Boylam,Der(km),xM,MD,ML,Mw,Ms,Mb,Tip,Yer
1193,2.02E+13,2020-10-31,37:03.2,37.8883,26.5942,8.5,4.1,0,4.1,3.9,0,0,Ke,EGE DENIZI
1194,2.02E+13,2020-10-31,46:59.0,37.8548,26.4677,8.8,4,0,3.8,4,0,0,Ke,SISAM ADASI (EGE DENIZI)
1195,2.02E+13,2020-10-31,41:51.1,37.887,26.9318,10.1,4,0,3.9,4,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1196,2.02E+13,2020-10-31,31:29.0,37.8073,26.7305,5,5.1,0,5,5.1,0,0,Ke,SISAM ADASI (EGE DENIZI)
1197,2.02E+13,2020-10-31,13:38.5,37.9088,26.5217,17.6,4,0,3.8,4,0,0,Ke,EGE DENIZI
1198,2.02E+13,2020-10-31,12:55.2,37.8632,26.4527,3.9,4,0,4,3.9,0,0,Ke,ONIKI ADALAR (AKDENIZ)
1199,2.02E+13,2020-10-31,10:25.2,37.8318,26.7598,19,4.2,0,4.1,4.2,0,0,Ke,EGE DENIZI
1200,2.02E+13,2020-10-31,40:31.0,37.8242,26.4413,5.1,4.2,0,4.2,4.2,0,0,Ke,ONIKI ADALAR (AKDENIZ)
1201,2.02E+13,2020-10-31,20:51.2,37.8093,26.966,15.6,4.2,0,4.2,4.1,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1202,2.02E+13,2020-10-30,33:25.3,37.863,26.8668,10.7,4.1,0,4.1,4.1,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1203,2.02E+13,2020-10-30,09:32.7,37.8963,26.9132,7.5,4,0,3.9,4,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1204,2.02E+13,2020-10-30,05:29.7,37.7913,26.8512,8.1,4.1,0,4.1,4,0,0,Ke,SISAM ADASI (EGE DENIZI)
1205,2.02E+13,2020-10-30,53:21.3,37.8255,26.7472,6.3,4.2,0,4.2,4.2,0,0,Ke,EGE DENIZI
1206,2.02E+13,2020-10-30,37:08.3,37.825,26.8938,8.5,4,0,4,4,0,0,Ke,SISAM ADASI (EGE DENIZI)
1207,2.02E+13,2020-10-30,46:25.2,37.8138,26.7977,8.1,4.1,0,4.1,3.9,0,0,Ke,SISAM ADASI (EGE DENIZI)
1208,2.02E+13,2020-10-30,41:21.7,37.865,26.9847,5,4.1,0,4,4.1,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1209,2.02E+13,2020-10-30,35:24.6,37.7758,26.5043,7.4,4.1,0,4.1,4.1,0,0,Ke,SISAM ADASI (EGE DENIZI)
1210,2.02E+13,2020-10-30,09:40.9,37.9103,26.4887,1.6,4.2,0,4.2,4.2,0,0,Ke,EGE DENIZI
1211,2.02E+13,2020-10-30,08:56.1,37.8648,26.4448,4.1,4.2,0,4.2,4.2,0,0,Ke,ONIKI ADALAR (AKDENIZ)
1212,2.02E+13,2020-10-30,02:28.0,37.9145,26.51,6.6,4.1,0,4,4.1,0,0,Ke,EGE DENIZI
1213,2.02E+13,2020-10-30,16:08.8,37.8817,26.9725,5.4,4,0,4,3.9,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1214,2.02E+13,2020-10-30,47:08.9,37.8978,26.9525,4.3,4,0,4,3.8,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1215,2.02E+13,2020-10-30,16:04.1,37.8683,27.004,5.2,4.4,0,4.4,0,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1216,2.02E+13,2020-10-30,40:16.8,37.859,26.964,2.2,4.1,0,4.1,3.9,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1217,2.02E+13,2020-10-30,18:27.1,37.6313,27.1297,3.5,4.1,0,4.1,4,0,0,Ke,DOGANBEY-SOKE (AYDIN) [North West  4.8 km]
1218,2.02E+13,2020-10-30,24:34.5,37.8872,26.8612,7.5,4.1,0,4.1,0,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1219,2.02E+13,2020-10-30,19:16.2,37.8097,26.8585,10.3,4.6,0,4.6,4.5,0,0,Ke,SISAM ADASI (EGE DENIZI)
1220,2.02E+13,2020-10-30,14:56.2,37.8342,26.8578,13.2,5.2,0,5.2,5.1,0,0,Ke,SISAM ADASI (EGE DENIZI)
1221,2.02E+13,2020-10-30,06:46.8,37.8417,26.8188,6.2,4,0,4,3.8,0,0,Ke,EGE DENIZI
1222,2.02E+13,2020-10-30,01:32.5,37.8743,26.8475,5.3,4,0,4,3.9,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1223,2.02E+13,2020-10-30,46:04.7,37.8438,26.8777,7.6,4.1,0,4.1,4.1,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1224,2.02E+13,2020-10-30,14:43.7,37.7795,26.7163,1.6,4,0,4,4,0,0,Ke,SISAM ADASI (EGE DENIZI)
1225,2.02E+13,2020-10-30,12:31.3,37.887,26.8932,7.3,4,0,4,3.9,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1226,2.02E+13,2020-10-30,06:57.6,37.8568,26.9958,6.3,4.2,0,4.2,4.1,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1227,2.02E+13,2020-10-30,00:42.6,37.8382,26.7913,5.6,4.9,0,4.9,4.9,0,0,Ke,EGE DENIZI
1228,2.02E+13,2020-10-30,34:39.4,37.842,26.8953,5,4,0,3.8,4,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1229,2.02E+13,2020-10-30,33:20.8,37.8193,26.8262,2.8,4.1,0,4.1,4,0,0,Ke,SISAM ADASI (EGE DENIZI)
1230,2.02E+13,2020-10-30,29:11.2,37.921,26.9243,6.9,4.2,0,4.1,4.2,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1231,2.02E+13,2020-10-30,19:09.3,37.7713,26.5218,8.3,4.1,0,4.1,4.1,0,0,Ke,SISAM ADASI (EGE DENIZI)
1232,2.02E+13,2020-10-30,15:30.8,37.8517,27.0092,11.8,4,0,4,4,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1233,2.02E+13,2020-10-30,13:29.5,37.8125,27.0047,7.4,4,0,4,4,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1234,2.02E+13,2020-10-30,01:37.3,37.8362,26.9125,9.4,4.3,0,4.2,4.3,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1235,2.02E+13,2020-10-30,59:29.2,37.8527,27.0188,1.3,4.1,0,4.1,0,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1236,2.02E+13,2020-10-30,58:05.4,37.8778,26.9005,5.3,4.4,0,4.4,0,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
1237,2.02E+13,2020-10-30,53:54.1,37.8958,26.8145,9.3,4.6,0,4.6,0,0,0,Ke,EGE DENIZI
1238,2.02E+13,2020-10-30,51:24.4,37.8877,26.7057,11.2,6.9,0,6.7,6.9,0,0,Ke,EGE DENIZI
1239,2.02E+13,2020-10-30,48:01.3,38.9498,40.4767,1.6,4,0,4,3.9,0,0,Ke,SANCAKLI-MERKEZ (BINGOL) [North West  1.0 km]
1240,2.02E+13,2020-10-28,16:14.3,39.7883,40.2472,5,4.5,0,4.2,4.5,0,0,Ke,GOKCE-TERCAN (ERZINCAN) [North East  1.6 km]
1241,2.02E+13,2020-10-25,37:29.4,38.9518,40.4652,4.6,4.1,0,4,4.1,0,0,Ke,CICEKDERE- (BINGOL) [South East  1.3 km]
1242,2.02E+13,2020-10-14,22:49.0,35.6857,26.2395,4.9,4.1,0,4,4.1,0,0,Ke,AKDENIZ
1243,2.02E+13,2020-10-14,58:30.2,35.6203,26.2413,7.8,4,0,3.9,4,0,0,Ke,AKDENIZ
1244,2.02E+13,2020-10-12,00:32.8,35.6192,26.2217,7.4,4,0,3.9,4,0,0,Ke,AKDENIZ
1245,2.02E+13,2020-10-12,11:26.7,35.681,26.2272,9.1,5.1,0,5,5.1,0,0,Ke,AKDENIZ
1246,2.02E+13,2020-10-12,44:24.8,35.6665,26.2433,10.8,4.2,0,4.2,4.2,0,0,Ke,AKDENIZ
1247,2.02E+13,2020-10-12,30:40.1,35.6747,26.2647,8.2,5,0,5,5,0,0,Ke,AKDENIZ
1248,2.02E+13,2020-10-02,03:24.0,37.9923,34.0673,5.3,4.1,0,4,4.1,0,0,Ke,OBRUK-BOR (NIGDE) [South East  4.6 km]
1249,2.02E+13,2020-10-01,05:37.7,36.6722,26.7853,154.7,4.9,0,4.9,0,0,0,Ke,AKDENIZ
1250,2.02E+13,2020-09-30,15:33.8,38.0587,34.0308,5,4.1,0,4,4.1,0,0,Ke,AKCAKENT- (AKSARAY) [South West  6.0 km]
1251,2.02E+13,2020-09-29,22:49.2,37.9838,34.1068,7.9,4,0,3.9,4,0,0,Ke,OBRUK-BOR (NIGDE) [South East  8.2 km]
1252,2.02E+13,2020-09-24,09:39.8,38.0842,34.0003,7.5,4,0,3.9,4,0,0,Ke,KARACAOREN- (AKSARAY) [South West  7.4 km]
1253,2.02E+13,2020-09-24,38:31.2,40.8132,28.144,13.7,4.3,0,4.3,4.1,0,0,Ke,MARMARA DENIZI
1254,2.02E+13,2020-09-24,01:24.2,38.0603,34.0435,5.7,4.3,0,4.3,4.3,0,0,Ke,AKCAKENT- (AKSARAY) [South West  4.9 km]
1255,2.02E+13,2020-09-21,37:30.4,38.0745,34.0308,6.4,4.3,0,4.2,4.3,0,0,Ke,AKCAKENT- (AKSARAY) [South West  5.4 km]
1256,2.02E+13,2020-09-20,08:05.1,38.0163,34.0815,5,5.2,0,5.1,5.2,0,0,Ke,OBRUK-BOR (NIGDE) [North East  5.9 km]
1257,2.02E+13,2020-09-20,31:03.3,35.2633,26.3917,1.9,4.1,0,4.1,4.1,0,0,Ke,GIRIT ADASI (AKDENIZ)
1258,2.02E+13,2020-09-19,30:05.0,36.9758,35.8205,12,4,0,4,4,0,0,Ke,KORKUYU-CEYHAN (ADANA) [North 3.1 km]
1259,2.02E+13,2020-09-18,54:04.3,38.6787,38.1058,5,4.4,0,4.4,4.3,0,0,Ke,AKYAZI-YAZIHAN (MALATYA) [South West  1.9 km]
1260,2.02E+13,2020-09-18,15:09.3,38.6665,41.9622,5,4.1,0,4,4.1,0,0,Ke,SAZLIKBASI-KORKUT (MUS) [South West  2.2 km]
1261,2.02E+13,2020-09-16,48:18.2,38.6692,41.9702,5,4.7,0,4.6,4.7,0,0,Ke,SAZLIKBASI-KORKUT (MUS) [South West  1.4 km]
1262,2.02E+13,2020-09-09,32:32.7,39.34,41.0172,5.2,4.1,0,4.1,4.1,0,0,Ke,KANTARKAYA-KARLIOVA (BINGOL) [South West  2.5 km]
1263,2.02E+13,2020-09-08,20:03.7,38.1705,38.6918,5,4,0,3.8,4,0,0,Ke,SAHILKOY-PUTURGE (MALATYA) [North 0.3 km]
1264,2.02E+13,2020-09-08,57:23.5,40.7013,27.4195,13.6,4.6,0,4.6,4.3,0,0,Ke,GUZELKOY ACIKLARI-TEKIRDAG (MARMARA DENIZI)
1265,2.02E+13,2020-09-08,06:14.1,38.1558,38.6548,5,4.3,0,4.3,4.3,0,0,Ke,BASMEZRA-PUTURGE (MALATYA) [North West  1.1 km]
1266,2.02E+13,2020-09-08,21:01.9,38.2017,38.6898,5,4.3,0,4,4.3,0,0,Ke,ALIHAN-PUTURGE (MALATYA) [North 1.0 km]
1267,2.02E+13,2020-09-08,19:51.3,38.1407,38.6892,4.8,4.1,0,3.9,4.1,0,0,Ke,BASMEZRA-PUTURGE (MALATYA) [South East  2.5 km]
1268,2.02E+13,2020-09-08,38:59.9,38.136,38.7088,1.8,4.5,0,4.4,4.5,0,0,Ke,YAZICA-PUTURGE (MALATYA) [South 2.7 km]
1269,2.02E+13,2020-09-08,44:06.8,38.167,38.7062,2.7,4.8,0,4.6,4.8,0,0,Ke,YAZICA-PUTURGE (MALATYA) [North West  1.0 km]
1270,2.02E+13,2020-09-07,47:46.4,38.7257,41.9725,5,4.2,0,4,4.2,0,0,Ke,SARMASIK-KORKUT (MUS) [North West  1.0 km]
1271,2.02E+13,2020-09-03,41:14.1,35.5472,27.6102,6.5,4.1,0,4,4.1,0,0,Ke,AKDENIZ
1272,2.02E+13,2020-08-23,56:37.6,38.1787,38.6887,8.2,4.1,0,4,4.1,0,0,Ke,KORME-PUTURGE (MALATYA) [North West  0.6 km]
1273,2.02E+13,2020-08-19,36:20.8,36.689,28.2367,71.9,4,0,4,0,0,0,Ke,OSMANIYE-MARMARIS (MUGLA) [South East  6.2 km]
1274,2.02E+13,2020-08-11,29:07.6,39.8427,44.1557,5,4.4,0,4.2,4.4,0,0,Ke,ASAGIERHACI- (IGDIR) [South East  7.7 km]
1275,2.02E+13,2020-08-07,20:12.4,38.0818,42.5935,4.5,4.8,0,4.7,4.8,0,0,Ke,OGLAKLI-HIZAN (BITLIS) [South East  0.6 km]
1276,2.02E+13,2020-08-04,40:02.5,38.2168,38.7588,5,4.8,0,4.7,4.8,0,0,Ke,PAZARCIK-PUTURGE (MALATYA) [South East  2.1 km]
1277,2.02E+13,2020-08-04,30:56.4,38.1888,38.7527,5,4.5,0,4.4,4.5,0,0,Ke,PAZARCIK-PUTURGE (MALATYA) [South East  4.1 km]
1278,2.02E+13,2020-08-04,10:18.3,38.2253,38.7723,5.9,4,0,3.8,4,0,0,Ke,ORMANICI-PUTURGE (MALATYA) [South West  1.0 km]
1279,2.02E+13,2020-08-04,37:35.1,38.1945,38.727,5.5,5.7,0,5.7,5.7,0,0,Ke,ALIHAN-PUTURGE (MALATYA) [East 3.3 km]
1280,2.02E+13,2020-07-31,33:18.2,38.6933,38.1057,5,4,0,3.9,4,0,0,Ke,AKYAZI-YAZIHAN (MALATYA) [North West  1.7 km]
1281,2.02E+13,2020-07-30,40:49.4,35.0137,27.1237,5,4,0,3.9,4,0,0,Ke,GIRIT ADASI ACIKLARI (AKDENIZ)
1282,2.02E+13,2020-07-25,02:38.3,39.3432,40.3257,5,4,0,3.9,4,0,0,Ke,KIGI (BINGOL) [North West  4.1 km]
1283,2.02E+13,2020-07-24,19:15.3,39.887,30.4707,1.8,4.1,0,3.9,4.1,0,0,Ke,SULUKARAAGAC-TEPEBASI (ESKISEHIR) [South West  3.1 km]
1284,2.02E+13,2020-07-17,32:21.9,37.3857,36.3582,9,4,0,3.8,4,0,0,Ke,ERENLER-ANDIRIN (KAHRAMANMARAS) [South East  1.8 km]
1285,2.02E+13,2020-07-16,33:25.8,35.4902,40.5563,5,4.6,0,4.6,4.6,0,0,Ke,SURIYE
1286,2.02E+13,2020-07-16,09:26.0,38.4037,26.685,18.4,4.5,0,4.5,4.4,0,0,Ke,IZMIR KORFEZI (EGE DENIZI)
1287,2.02E+13,2020-07-14,45:04.4,35.704,40.7047,6.4,4,0,4,3.8,0,0,Ke,SURIYE
1288,2.02E+13,2020-07-14,31:10.1,35.9157,40.5317,6.2,4.1,0,4.1,3.9,0,0,Ke,SURIYE
1289,2.02E+13,2020-07-14,33:10.3,35.64,31.3778,8.1,4,0,4,4,0,0,Ke,AKDENIZ
1290,2.02E+13,2020-07-12,54:54.7,41.8383,43.9163,27.7,4.4,0,4.2,4.4,0,0,Ke,GURCISTAN
1291,2.02E+13,2020-07-09,36:06.2,35.5438,26.7325,2.9,4.1,0,4,4.1,0,0,Ke,AKDENIZ
1292,2.02E+13,2020-07-08,39:25.4,38.1712,38.554,5,4,0,4,4,0,0,Ke,ULUKOY- (MALATYA) [East 2.6 km]
1293,2.02E+13,2020-07-08,57:53.0,38.1748,38.5297,5,4.1,0,4.1,4,0,0,Ke,ULUKOY- (MALATYA) [North East  1.0 km]
1294,2.02E+13,2020-07-08,47:12.5,35.559,40.9008,12.6,4.2,0,4.2,3.9,0,0,Ke,SURIYE
1295,2.02E+13,2020-07-06,54:43.4,35.5148,40.5947,1.6,4.6,0,4.6,4.5,0,0,Ke,SURIYE
1296,2.02E+13,2020-06-30,44:36.2,35.5608,26.6618,2.8,4.2,0,4,4.2,0,0,Ke,AKDENIZ
1297,2.02E+13,2020-06-29,14:47.7,35.5553,26.6905,3.6,4,0,3.8,4,0,0,Ke,AKDENIZ
1298,2.02E+13,2020-06-29,56:44.1,35.5135,26.705,7.3,4,0,3.8,4,0,0,Ke,AKDENIZ
1299,2.02E+13,2020-06-29,06:23.8,36.7138,28.225,73.2,4.7,0,4.7,0,0,0,Ke,OSMANIYE-MARMARIS (MUGLA) [South 3.3 km]
1300,2.02E+13,2020-06-28,43:27.8,36.7083,28.2475,78.2,5.4,0,5.4,5.2,0,0,Ke,OSMANIYE-MARMARIS (MUGLA) [South East  4.6 km]
1301,2.02E+13,2020-06-28,18:34.3,35.5622,26.666,5.4,4.4,0,4.3,4.4,0,0,Ke,AKDENIZ
1302,2.02E+13,2020-06-26,08:07.4,35.5237,26.6855,6.7,4,0,3.9,4,0,0,Ke,AKDENIZ
1303,2.02E+13,2020-06-26,36:35.8,35.5488,26.6723,6.8,4.7,0,4.7,4.7,0,0,Ke,AKDENIZ
1304,2.02E+13,2020-06-26,56:02.6,35.4533,26.7718,16.7,4.2,0,3.9,4.2,0,0,Ke,GIRIT ADASI (AKDENIZ)
1305,2.02E+13,2020-06-26,21:12.2,38.7885,27.7937,10.9,5.5,0,5.5,5.2,0,0,Ke,SAZOBA-AKHISAR (MANISA) [South East  0.8 km]
1306,2.02E+13,2020-06-25,03:28.0,38.4658,44.1668,5.3,5.4,0,5.1,5.4,0,0,Ke,ORENBURC-SARAY (VAN) [South 1.2 km]
1307,2.02E+13,2020-06-23,54:19.7,40.7237,32.9412,7.2,4.3,0,4.3,4.2,0,0,Ke,HACILAR-CERKES (CANKIRI) [North West  3.5 km]
1308,2.02E+13,2020-06-21,17:56.4,40.0373,43.0172,5,4,0,3.9,4,0,0,Ke,EVYAPAN-KAGIZMAN (KARS) [South West  2.2 km]
1309,2.02E+13,2020-06-17,47:13.5,37.4813,38.6735,6.4,4.3,0,4.3,4.2,0,0,Ke,BAHCELI- (SANLIURFA) [North West  0.8 km]
1310,2.02E+13,2020-06-16,18:12.0,37.8022,29.9992,5.3,4,0,3.8,4,0,0,Ke,BASMAKCI- (BURDUR) [North West  3.2 km]
1311,2.02E+13,2020-06-16,57:39.8,39.3658,40.6797,5,4.4,0,4.4,4.4,0,0,Ke,DINARBEY-YEDISU (BINGOL) [South East  1.6 km]
1312,2.02E+13,2020-06-15,32:37.1,39.3565,40.7635,5,4,0,3.8,4,0,0,Ke,KAYNARPINAR-KARLIOVA (BINGOL) [South 2.6 km]
1313,2.02E+13,2020-06-15,51:29.0,39.3552,40.7597,5,5.6,0,5.6,5.5,0,0,Ke,KAYNARPINAR-KARLIOVA (BINGOL) [South 2.8 km]
1314,2.02E+13,2020-06-14,09:15.4,39.3402,40.7582,5,4.7,0,4.7,4.7,0,0,Ke,KAYNARPINAR-KARLIOVA (BINGOL) [South 4.4 km]
1315,2.02E+13,2020-06-14,34:47.1,39.3452,40.7517,5,4.6,0,4.6,4.5,0,0,Ke,KAYNARPINAR-KARLIOVA (BINGOL) [South West  4.0 km]
1316,2.02E+13,2020-06-14,24:26.7,39.3353,40.7577,5,5.9,0,5.9,5.9,0,0,Ke,KAYNARPINAR-KARLIOVA (BINGOL) [South 5.0 km]
1317,2.02E+13,2020-06-05,06:19.7,38.2457,38.74,5.4,5.3,0,5.3,5.3,0,0,Ke,BALPINARI-PUTURGE (MALATYA) [South East  0.5 km]
1318,2.02E+13,2020-06-04,10:29.8,35.6137,26.7265,4.2,4.3,0,4.3,4.3,0,0,Ke,AKDENIZ
1319,2.02E+13,2020-06-03,20:06.1,35.151,29.1188,21.1,4.3,0,4.3,4.1,0,0,Ke,AKDENIZ
1320,2.02E+13,2020-06-02,22:12.8,37.311,36.0173,9.7,4,0,4,4,0,0,Ke,HACIHALILOGLU-KADIRLI (OSMANIYE) [South East  0.3 km]
1321,2.02E+13,2020-05-31,13:54.7,35.594,26.7293,4.6,4,0,4,4,0,0,Ke,AKDENIZ
1322,2.02E+13,2020-05-30,50:13.0,35.5692,26.7555,7.2,4,0,3.9,4,0,0,Ke,AKDENIZ
1323,2.02E+13,2020-05-30,21:57.3,35.5472,26.7527,12.6,4.5,0,4.5,4.5,0,0,Ke,AKDENIZ
1324,2.02E+13,2020-05-30,58:34.2,35.5998,26.7155,5,4.3,0,4.2,4.3,0,0,Ke,AKDENIZ
1325,2.02E+13,2020-05-30,21:15.0,35.5633,26.7358,7.6,4,0,3.8,4,0,0,Ke,AKDENIZ
1326,2.02E+13,2020-05-30,22:57.9,35.6013,26.7012,5.5,4.2,0,4.1,4.2,0,0,Ke,AKDENIZ
1327,2.02E+13,2020-05-29,40:08.4,39.0987,27.7783,7.9,4.1,0,4,4.1,0,0,Ke,ILYASLAR-KIRKAGAC (MANISA) [North West  2.2 km]
1328,2.02E+13,2020-05-25,58:19.5,35.5735,26.7153,1.9,4,0,3.8,4,0,0,Ke,AKDENIZ
1329,2.02E+13,2020-05-22,21:09.2,39.4045,40.0108,5,4.2,0,4.2,4.1,0,0,Ke,BOGAZAKARADERBENT-PULUMUR (TUNCELI) [South East  4.5 km]
1330,2.02E+13,2020-05-20,44:51.5,35.3083,27.8817,10.7,4.4,0,4.2,4.4,0,0,Ke,AKDENIZ
1331,2.02E+13,2020-05-19,03:25.1,35.5165,27.7833,16,4.1,0,4.1,4.1,0,0,Ke,AKDENIZ
1332,2.02E+13,2020-05-09,41:19.9,39.3258,38.4148,5.1,4,0,4,4,0,0,Ke,GUMUSCESME-KEMALIYE (ERZINCAN) [North 0.6 km]
1333,2.02E+13,2020-05-03,25:24.6,38.3967,39.0355,8,4,0,4,4,0,0,Ke,TARLATEPE-SIVRICE (ELAZIG) [South East  2.1 km]
1334,2.02E+13,2020-05-02,41:22.0,38.3658,44.5593,3.5,4.1,0,3.9,4.1,0,0,Ke,TURKIYE-IRAN SINIR BOLGESI
1335,2.02E+13,2020-04-30,09:46.1,37.0037,28.5315,8.4,4.6,0,4.6,4.5,0,0,Ke,CORUS-ULA (MUGLA) [North East  4.0 km]
1336,2.02E+13,2020-04-30,45:34.5,38.4357,39.2038,3.8,4.3,0,4.3,4.3,0,0,Ke,YEDIPINAR-SIVRICE (ELAZIG) [North 2.1 km]
1337,2.02E+13,2020-04-24,16:03.5,35.9252,27.9327,56.5,4.5,0,4.5,4.2,0,0,Ke,AKDENIZ
1338,2.02E+13,2020-04-22,05:49.0,35.2837,26.1633,11.4,4.2,0,4.2,4.2,0,0,Ke,GIRIT ADASI (AKDENIZ)
1339,2.02E+13,2020-04-21,48:30.9,38.0172,42.7095,5.1,4.1,0,4.1,4.1,0,0,Ke,GUMUSOREN-PERVARI (SIIRT) [North 2.0 km]
1340,2.02E+13,2020-04-20,07:02.0,38.183,44.5828,3.7,4.2,0,3.9,4.2,0,0,Ke,TURKIYE-IRAN SINIR BOLGESI
1341,2.02E+13,2020-04-19,32:02.1,39.1043,27.8005,7.8,4.3,0,4.3,4.2,0,0,Ke,KARAKURT-KIRKAGAC (MANISA) [South West  1.3 km]
1342,2.02E+13,2020-04-16,50:11.5,35.7457,27.5608,12.5,4,0,3.8,4,0,0,Ke,AKDENIZ
1343,2.02E+13,2020-04-16,49:09.1,39.0948,27.8187,13,4.5,0,4.5,4.4,0,0,Ke,KARAKURT-KIRKAGAC (MANISA) [South East  2.0 km]
1344,2.02E+13,2020-04-15,18:35.8,35.8158,35.5005,13.2,4.6,0,4.6,4.6,0,0,Ke,AKDENIZ
1345,2.02E+13,2020-04-15,40:01.3,35.7112,35.5842,5,4.8,0,4.8,4.6,0,0,Ke,AKDENIZ
1346,2.02E+13,2020-04-14,37:55.3,35.8522,35.5228,12.1,4.1,0,4.1,4,0,0,Ke,AKDENIZ
1347,2.02E+13,2020-04-13,56:38.2,41.5683,28.789,17.7,4,0,4,3.7,0,0,Ke,ORMANLI ACIKLARI-ISTANBUL (KARADENIZ)
1348,2.02E+13,2020-04-12,38:04.3,39.312,40.8772,3.4,4.4,0,4.4,4.4,0,0,Ke,TASLICAY-KARLIOVA (BINGOL) [North West  7.9 km]
1349,2.02E+13,2020-04-12,23:09.5,38.3717,44.4823,5,4.9,0,4.9,4.9,0,0,Ke,TURKIYE-IRAN SINIR BOLGESI
1350,2.02E+13,2020-04-11,22:55.4,35.187,26.1597,23.9,4.9,0,4.9,4.9,0,0,Ke,GIRIT ADASI (AKDENIZ)
1351,2.02E+13,2020-04-09,23:44.7,40.8278,37.271,5.4,4.2,0,4.2,4.1,0,0,Ke,AVDULLU-KUMRU (ORDU) [South West  1.6 km]
1352,2.02E+13,2020-04-09,37:07.8,35.1385,27.83,8.7,4.2,0,4.1,4.2,0,0,Ke,AKDENIZ
1353,2.02E+13,2020-04-03,15:39.5,35.7103,35.529,8.6,4.7,0,4.7,4.6,0,0,Ke,AKDENIZ
1354,2.02E+13,2020-04-03,42:45.6,38.4372,44.3203,5,4.3,0,4.3,4.3,0,0,Ke,KAPIKOY-SARAY (VAN) [South East  6.7 km]
1355,2.02E+13,2020-04-03,44:23.4,38.8645,43.5237,5,4.8,0,4.8,4.8,0,0,Ke,ERMISLER- (VAN) [East 1.3 km]
1356,2.02E+13,2020-03-29,56:39.2,39.0143,27.8327,10.7,4.1,0,4.1,4.1,0,0,Ke,GOKCEAHMET-AKHISAR (MANISA) [West 0.7 km]
1357,2.02E+13,2020-03-26,39:15.0,38.1032,44.7925,8.7,4.8,0,4.5,4.8,0,0,Ke,TURKIYE-IRAN SINIR BOLGESI
1358,2.02E+13,2020-03-24,20:11.8,39.443,27.9298,12.2,4.1,0,4.1,3.8,0,0,Ke,AKCAKOY- (BALIKESIR) [West 1.4 km]
1359,2.02E+13,2020-03-19,53:30.9,38.3897,39.0925,5.4,5.2,0,5.1,5.2,0,0,Ke,KALABA-SIVRICE (ELAZIG) [North 2.1 km]
1360,2.02E+13,2020-03-19,04:24.6,40.2133,36.989,1.3,4.2,0,4.2,4.1,0,0,Ke,MESCITKOY-ALMUS (TOKAT) [West 6.3 km]
1361,2.02E+13,2020-03-18,07:22.2,38.4562,44.3498,5,4.5,0,4.4,4.5,0,0,Ke,TURKIYE-IRAN SINIR BOLGESI
1362,2.02E+13,2020-03-17,14:31.9,36.9605,27.3438,15.8,4.3,0,4.3,4.2,0,0,Ke,GOKOVA KORFEZI (AKDENIZ)
1363,2.02E+13,2020-03-17,18:13.7,38.5238,39.4953,3,4,0,3.8,4,0,0,Ke,PLAJKOY-MADEN (ELAZIG) [North 3.3 km]
1364,2.02E+13,2020-03-16,14:10.7,36.1557,44.1485,4.2,4.7,0,4.7,4.6,0,0,Ke,IRAK
1365,2.02E+13,2020-03-16,53:20.2,35.036,27.0458,3.4,4.6,0,4.5,4.6,0,0,Ke,GIRIT ADASI ACIKLARI (AKDENIZ)
1366,2.02E+13,2020-03-15,27:07.3,36.1268,31.1923,19.7,4,0,4,3.8,0,0,Ke,AKDENIZ
1367,2.02E+13,2020-03-15,35:31.1,37.5337,36.0173,5,4,0,4,4,0,0,Ke,GAFARLI-SUMBAS (OSMANIYE) [North 3.9 km]
1368,2.02E+13,2020-03-08,21:04.7,40.7057,29.262,5.1,4,0,4,3.8,0,0,Ke,YALOVA ACIKLARI (MARMARA DENIZI)
1369,2.02E+13,2020-03-07,06:34.0,38.369,44.627,3.6,4,0,3.8,4,0,0,Ke,TURKIYE-IRAN SINIR BOLGESI
1370,2.02E+13,2020-03-06,19:50.2,38.4072,44.3797,18.8,4.7,0,4.4,4.7,0,0,Ke,TURKIYE-IRAN SINIR BOLGESI
