No    ,Deprem Kodu,Olus tarihi,Olus zamani,Enlem,Boylam,Der(km),xM,MD,ML,Mw,Ms,Mb,Tip,Yer
605,2.02E+13,2023-02-06,41:49.4,37.7237,37.4783,4.5,4,0,3.8,4,0,0,Ke,YESILOVA-GOLBASI (ADIYAMAN) [North West  0.3 km]
606,2.02E+13,2023-02-06,29:39.4,38.1092,36.5365,5,4.4,0,4.4,4.2,0,0,Ke,CAMDERE-GOKSUN (KAHRAMANMARAS) [South West  1.8 km]
607,2.02E+13,2023-02-06,28:06.2,38.341,37.6973,5,4.2,0,3.9,4.2,0,0,Ke,BEKIRUSAGI-AKCADAG (MALATYA) [North West  2.1 km]
608,2.02E+13,2023-02-06,26:18.4,37.9838,37.4182,5.8,4.4,0,4.3,4.4,0,0,Ke,NURHAK (KAHRAMANMARAS) [North West  3.3 km]
609,2.02E+13,2023-02-06,11:35.3,38.3308,38.177,5,4.4,0,4.4,4.4,0,0,Ke,DURULDU- (MALATYA) [North East  1.6 km]
610,2.02E+13,2023-02-06,04:42.6,37.4665,37.1243,5,4,0,3.7,4,0,0,Ke,SEYRANTEPE-PAZARCIK (KAHRAMANMARAS) [North East  1.5 km]
611,2.02E+13,2023-02-06,57:43.6,38.0673,36.487,1.8,5.1,0,5.1,4.9,0,0,Ke,ORTATEPE-GOKSUN (KAHRAMANMARAS) [West 3.3 km]
612,2.02E+13,2023-02-06,41:25.0,38.0722,36.5113,5,4,0,4,3.9,0,0,Ke,ORTATEPE-GOKSUN (KAHRAMANMARAS) [North West  1.4 km]
613,2.02E+13,2023-02-06,34:37.7,35.8837,36.1253,24.2,4,0,3.9,4,0,0,Ke,KIZILCAT-YAYLADAGI (HATAY) [North 2.1 km]
614,2.02E+13,2023-02-06,15:16.6,38.0752,37.052,5,5.1,0,5.1,4.9,0,0,Ke,SOYSALLI-EKINOZU (KAHRAMANMARAS) [South West  3.0 km]
615,2.02E+13,2023-02-06,02:04.9,36.7137,36.4628,7.9,4.4,0,4.4,4.3,0,0,Ke,KURECI-HASSA (HATAY) [East 0.3 km]
616,2.02E+13,2023-02-06,58:12.9,37.9598,36.2998,5,4.2,0,4,4.2,0,0,Ke,KAZANDERE-GOKSUN (KAHRAMANMARAS) [South East  2.3 km]
617,2.02E+13,2023-02-06,53:59.7,38.0372,36.4702,23,4.4,0,4.4,0,0,0,Ke,CAGLAYAN-GOKSUN (KAHRAMANMARAS) [South East  1.0 km]
618,2.02E+13,2023-02-06,53:23.4,38.1835,38.2753,2.5,5.1,0,5.1,5,0,0,Ke,KOZLUK-YESILYURT (MALATYA) [South West  5.5 km]
619,2.02E+13,2023-02-06,45:44.5,36.2113,35.9503,23.8,4.1,0,4.1,0,0,0,Ke,CAMLIYAYLA-SAMANDAG (HATAY) [South West  0.3 km]
620,2.02E+13,2023-02-06,44:14.7,37.4157,35.4068,5,4.4,0,4.4,4.4,0,0,Ke,YUKSEKOREN-ALADAG (ADANA) [North East  2.2 km]
621,2.02E+13,2023-02-06,44:00.2,37.9578,36.505,5,4.9,0,4.9,4.7,0,0,Ke,GOLPINAR-GOKSUN (KAHRAMANMARAS) [South East  1.2 km]
622,2.02E+13,2023-02-06,40:06.4,38.2898,38.0705,5,4.5,0,4.5,0,0,0,Ke,KARAPINAR-AKCADAG (MALATYA) [East 2.1 km]
623,2.02E+13,2023-02-06,37:51.0,37.2528,37.0375,2.4,5.4,0,5.4,5.4,0,0,Ke,KARAHUYUK-PAZARCIK (KAHRAMANMARAS) [South East  1.6 km]
624,2.02E+13,2023-02-06,26:12.7,38.0512,38.1093,4.2,4.1,0,3.8,4.1,0,0,Ke,PINARBASI-CELIKHAN (ADIYAMAN) [North West  6.9 km]
625,2.02E+13,2023-02-06,23:12.1,38.2977,38.7828,5.5,4.4,0,4.2,4.4,0,0,Ke,KARSIYAKA-PUTURGE (MALATYA) [North West  3.5 km]
626,2.02E+13,2023-02-06,14:10.5,38.0327,36.4248,5,4.4,0,4.4,4.4,0,0,Ke,ACIELMA-GOKSUN (KAHRAMANMARAS) [North East  3.1 km]
627,2.02E+13,2023-02-06,11:49.0,38.071,37.6453,4.6,4.3,0,4.3,4.3,0,0,Ke,BEGRE-DOGANSEHIR (MALATYA) [North West  3.5 km]
628,2.02E+13,2023-02-06,05:23.3,38.1727,37.727,8.5,4.8,0,4.8,0,0,0,Ke,ATMALIKASANLI-ELBISTAN (KAHRAMANMARAS) [East 5.2 km]
629,2.02E+13,2023-02-06,51:17.9,39.0147,41.0795,5,4,0,3.9,4,0,0,Ke,GOKSU-SOLHAN (BINGOL) [North 0.8 km]
630,2.02E+13,2023-02-06,49:39.2,38.0822,36.5477,5,4.4,0,4.4,4.3,0,0,Ke,ALICLIBUCAK-GOKSUN (KAHRAMANMARAS) [East 1.9 km]
631,2.02E+13,2023-02-06,46:33.6,38.1815,38.4278,9.6,4.2,0,3.9,4.2,0,0,Ke,SALKONAK-YESILYURT (MALATYA) [North East  7.3 km]
632,2.02E+13,2023-02-06,40:16.5,38.0678,38.0545,12.3,4.7,0,4.6,4.7,0,0,Ke,GUZELKOY-DOGANSEHIR (MALATYA) [North East  8.4 km]
633,2.02E+13,2023-02-06,35:50.8,37.4657,37.1223,4.4,4.4,0,4.4,4.3,0,0,Ke,SEYRANTEPE-PAZARCIK (KAHRAMANMARAS) [North East  1.3 km]
634,2.02E+13,2023-02-06,30:59.2,38.1233,37.2257,5,4.3,0,4.3,4.3,0,0,Ke,AKPINAR-EKINOZU (KAHRAMANMARAS) [North 2.4 km]
635,2.02E+13,2023-02-06,24:59.5,37.8637,36.955,11.3,4.1,0,4.1,4.1,0,0,Ke,KERTMEN- (KAHRAMANMARAS) [South East  1.8 km]
636,2.02E+13,2023-02-06,15:47.7,38.06,36.3278,5,4.4,0,4.4,4.3,0,0,Ke,KIRAZLIYURT-TUFANBEYLI (ADANA) [South East  5.1 km]
637,2.02E+13,2023-02-06,12:30.7,38.0642,37.4463,1.8,4.1,0,4.1,0,0,0,Ke,SUNNETKOY-ELBISTAN (KAHRAMANMARAS) [South 8.0 km]
638,2.02E+13,2023-02-06,48:48.1,38.2785,38.1673,8.7,4.3,0,4.2,4.3,0,0,Ke,SEYITUSAGI-YESILYURT (MALATYA) [North West  1.8 km]
639,2.02E+13,2023-02-06,32:40.1,38.069,38.2485,23.1,4.1,0,4.1,0,0,0,Ke,GOLBAGI-CELIKHAN (ADIYAMAN) [South East  1.4 km]
640,2.02E+13,2023-02-06,31:24.9,37.887,36.643,5.4,4,0,3.9,4,0,0,Ke,TEKIR- (KAHRAMANMARAS) [North East  2.0 km]
641,2.02E+13,2023-02-06,17:49.5,38.1755,38.5422,7.3,4.3,0,4.2,4.3,0,0,Ke,ULUKOY- (MALATYA) [North East  1.8 km]
642,2.02E+13,2023-02-06,03:54.7,38.0725,36.4693,5,5.2,0,5.2,5.1,0,0,Ke,MEHMETBEY-GOKSUN (KAHRAMANMARAS) [South 2.2 km]
643,2.02E+13,2023-02-06,02:45.0,38.1738,36.6123,8.3,4.5,0,4.5,0,0,0,Ke,YENIYAPAN-GOKSUN (KAHRAMANMARAS) [North West  3.7 km]
644,2.02E+13,2023-02-06,46:49.8,38.1993,37.8262,6.2,4.6,0,4.6,4.6,0,0,Ke,DEDEYAZI-DOGANSEHIR (MALATYA) [South West  4.4 km]
645,2.02E+13,2023-02-06,37:24.2,38.1675,36.9203,13.6,4,0,3.9,4,0,0,Ke,HUYUKLU-AFSIN (KAHRAMANMARAS) [South 2.5 km]
646,2.02E+13,2023-02-06,31:33.3,37.1105,36.7333,5.4,4.7,0,4.7,4.5,0,0,Ke,ELBISTANHUYUGU-ISLAHIYE (GAZIANTEP) [North West  2.9 km]
647,2.02E+13,2023-02-06,26:24.4,38.1315,36.6465,3,4.6,0,4.6,4.6,0,0,Ke,YENIYAPAN-GOKSUN (KAHRAMANMARAS) [South East  2.0 km]
648,2.02E+13,2023-02-06,22:02.8,38.1213,36.507,6.5,4.1,0,4.1,4.1,0,0,Ke,BOZHUYUK-GOKSUN (KAHRAMANMARAS) [South East  2.5 km]
649,2.02E+13,2023-02-06,11:47.7,38.1108,37.3967,1.8,4.2,0,4.2,4.2,0,0,Ke,BAKIS-ELBISTAN (KAHRAMANMARAS) [South West  4.0 km]
650,2.02E+13,2023-02-06,55:34.9,37.9845,37.3282,5.4,4.4,0,4.4,0,0,0,Ke,BARIS-NURHAK (KAHRAMANMARAS) [South West  2.3 km]
651,2.02E+13,2023-02-06,53:43.2,38.14,36.7917,15.8,4.1,0,4.1,0,0,0,Ke,DEVEBOYNU-AFSIN (KAHRAMANMARAS) [South West  2.0 km]
652,2.02E+13,2023-02-06,43:27.8,37.963,36.45,5,5.3,0,5.3,5.1,0,0,Ke,TASOLUK-GOKSUN (KAHRAMANMARAS) [South West  1.7 km]
653,2.02E+13,2023-02-06,35:16.5,38.3002,39.1113,10,4.4,0,4.4,4.4,0,0,Ke,YALINCA-DOGANYOL (MALATYA) [South West  1.5 km]
654,2.02E+13,2023-02-06,32:12.5,36.6822,36.3547,7.4,4.7,0,4.7,0,0,0,Ke,KALEDIBI-ISKENDERUN (HATAY) [North East  4.3 km]
655,2.02E+13,2023-02-06,28:09.0,37.3382,36.8552,4.9,4.8,0,4.6,4.8,0,0,Ke,CECELI-TURKOGLU (KAHRAMANMARAS) [South East  4.6 km]
656,2.02E+13,2023-02-06,27:20.8,38.1357,36.3535,7.7,4.2,0,4.2,0,0,0,Ke,CUKURKISLA-TUFANBEYLI (ADANA) [East 6.0 km]
657,2.02E+13,2023-02-06,26:40.4,38.0697,36.5073,4.5,4.7,0,4.5,4.7,0,0,Ke,ORTATEPE-GOKSUN (KAHRAMANMARAS) [North West  1.6 km]
658,2.02E+13,2023-02-06,26:16.0,38.1505,36.9143,7,4.4,0,4.4,0,0,0,Ke,SOGUCAK-AFSIN (KAHRAMANMARAS) [North West  2.9 km]
659,2.02E+13,2023-02-06,24:59.1,38.0585,36.4357,2.4,4.1,0,4.1,4,0,0,Ke,CAGLAYAN-GOKSUN (KAHRAMANMARAS) [North West  2.8 km]
660,2.02E+13,2023-02-06,02:12.8,38.0775,37.2913,5,4,0,3.7,4,0,0,Ke,GUMUSDOVEN-ELBISTAN (KAHRAMANMARAS) [South East  3.5 km]
661,2.02E+13,2023-02-06,59:26.0,38.0372,37.5755,5,4.2,0,3.9,4.2,0,0,Ke,GOVDELI-DOGANSEHIR (MALATYA) [North West  3.6 km]
662,2.02E+13,2023-02-06,51:21.1,38.1242,37.7553,14.2,4.1,0,4.1,0,0,0,Ke,FINDIKKOY-DOGANSEHIR (MALATYA) [West 4.0 km]
663,2.02E+13,2023-02-06,33:31.9,38.2742,38.1295,5,5.5,0,5.5,0,0,0,Ke,GORGU-YESILYURT (MALATYA) [North East  2.0 km]
664,2.02E+13,2023-02-06,14:28.2,38.4495,37.7962,16.2,5.2,0,5.2,5,0,0,Ke,KOLKOY-AKCADAG (MALATYA) [North West  2.3 km]
665,2.02E+13,2023-02-06,08:07.7,37.9847,37.5438,4.6,4.1,0,4.1,3.8,0,0,Ke,TATLAR-NURHAK (KAHRAMANMARAS) [South East  2.1 km]
666,2.02E+13,2023-02-06,57:46.0,38.1175,37.8218,5,4.5,0,4.5,4.3,0,0,Ke,FINDIKKOY-DOGANSEHIR (MALATYA) [South East  2.1 km]
667,2.02E+13,2023-02-06,55:34.8,38.2103,37.799,6.2,4.1,0,3.9,4.1,0,0,Ke,DEDEYAZI-DOGANSEHIR (MALATYA) [South West  6.0 km]
668,2.02E+13,2023-02-06,51:14.9,38.1317,38.484,6.4,4.4,0,4.4,4.4,0,0,Ke,AKSU-SINCIK (ADIYAMAN) [South West  2.4 km]
669,2.02E+13,2023-02-06,41:56.3,38.1705,37.7658,7.5,4.2,0,4.2,4.2,0,0,Ke,CAVUSLU-DOGANSEHIR (MALATYA) [North West  2.9 km]
670,2.02E+13,2023-02-06,29:57.2,38.003,36.4248,5,4.7,0,4.5,4.7,0,0,Ke,ACIELMA-GOKSUN (KAHRAMANMARAS) [South East  1.1 km]
671,2.02E+13,2023-02-06,27:44.2,36.8283,36.5308,7.4,4.8,0,4.8,4.6,0,0,Ke,AKBEZ-HASSA (HATAY) [South East  3.3 km]
672,2.02E+13,2023-02-06,24:49.3,37.4743,37.1982,5,4.2,0,4.2,0,0,0,Ke,SOGUTLU-PAZARCIK (KAHRAMANMARAS) [South 1.6 km]
673,2.02E+13,2023-02-06,20:51.0,38.2397,38.1477,3.1,4.1,0,4.1,4.1,0,0,Ke,SEYITUSAGI-YESILYURT (MALATYA) [South West  3.5 km]
674,2.02E+13,2023-02-06,17:18.2,38.0418,37.4437,8.9,4,0,4,0,0,0,Ke,NURHAK (KAHRAMANMARAS) [North 8.5 km]
675,2.02E+13,2023-02-06,14:51.7,37.3848,36.8235,5,4.1,0,4.1,4.1,0,0,Ke,TURKOGLU (KAHRAMANMARAS) [West 2.0 km]
676,2.02E+13,2023-02-06,11:06.0,38.177,39.4857,6.3,4.1,0,4,4.1,0,0,Ke,ASAGISEYHLER-CERMIK (DIYARBAKIR) [South West  1.4 km]
677,2.02E+13,2023-02-06,10:10.4,37.9982,37.4315,5.1,4.6,0,4.5,4.6,0,0,Ke,NURHAK (KAHRAMANMARAS) [North West  3.9 km]
678,2.02E+13,2023-02-06,04:48.5,38.0237,36.3902,5,4.3,0,4.3,0,0,0,Ke,ACIELMA-GOKSUN (KAHRAMANMARAS) [North West  2.7 km]
679,2.02E+13,2023-02-06,58:49.9,38.0937,36.5123,5,4.1,0,3.9,4.1,0,0,Ke,ALICLIBUCAK-GOKSUN (KAHRAMANMARAS) [North West  1.6 km]
680,2.02E+13,2023-02-06,52:05.1,38.3255,38.1803,7.1,4.2,0,4,4.2,0,0,Ke,DURULDU- (MALATYA) [North East  1.6 km]
681,2.02E+13,2023-02-06,44:48.4,38.018,37.6235,7,5.1,0,5.1,5,0,0,Ke,GOVDELI-DOGANSEHIR (MALATYA) [South East  1.3 km]
682,2.02E+13,2023-02-06,39:24.0,38.1483,37.5448,6.1,5.3,0,5.3,5.1,0,0,Ke,KARAHASANUSAGI-ELBISTAN (KAHRAMANMARAS) [South West  5.8 km]
683,2.02E+13,2023-02-06,36:06.5,36.324,36.2645,1.6,4.1,0,4.1,4.1,0,0,Ke,ARPAHAN- (HATAY) [South East  3.0 km]
684,2.02E+13,2023-02-06,33:15.0,38.0715,37.5673,5.4,4.2,0,4.1,4.2,0,0,Ke,GOVDELI-DOGANSEHIR (MALATYA) [North West  6.5 km]
685,2.02E+13,2023-02-06,32:13.0,38.2602,38.6558,3.8,4.2,0,4.2,0,0,0,Ke,CAYKOY-PUTURGE (MALATYA) [North West  4.6 km]
686,2.02E+13,2023-02-06,31:39.8,36.4858,36.2212,9.2,4,0,4,0,0,0,Ke,BELEN (HATAY) [South East  2.4 km]
687,2.02E+13,2023-02-06,21:59.5,38.1767,36.9337,5.4,4,0,4,0,0,0,Ke,HUYUKLU-AFSIN (KAHRAMANMARAS) [South East  1.8 km]
688,2.02E+13,2023-02-06,17:43.3,38.081,36.4812,5,4.9,0,4.9,0,0,0,Ke,MEHMETBEY-GOKSUN (KAHRAMANMARAS) [South East  1.8 km]
689,2.02E+13,2023-02-06,14:00.7,37.978,38.0678,6.1,4.1,0,4.1,0,0,0,Ke,KURUCAOVA-DOGANSEHIR (MALATYA) [West 4.0 km]
690,2.02E+13,2023-02-06,12:25.5,38.0845,36.5935,5,4.3,0,4.3,0,0,0,Ke,YAGMURLU-GOKSUN (KAHRAMANMARAS) [North East  1.2 km]
691,2.02E+13,2023-02-06,11:57.3,38.0007,36.6105,5.7,4.5,0,4.5,4.5,0,0,Ke,ELMALI-GOKSUN (KAHRAMANMARAS) [South West  3.4 km]
692,2.02E+13,2023-02-06,09:14.1,38.0018,36.0977,5.4,4,0,4,0,0,0,Ke,SAIMBEYLI (ADANA) [North East  1.9 km]
693,2.02E+13,2023-02-06,07:40.7,38.0262,37.5938,9.4,4.7,0,4.7,4.7,0,0,Ke,GOVDELI-DOGANSEHIR (MALATYA) [West 1.7 km]
694,2.02E+13,2023-02-06,06:37.4,38.073,37.4315,13.6,4.3,0,4.3,0,0,0,Ke,AGCASAR-NURHAK (KAHRAMANMARAS) [East 7.1 km]
695,2.02E+13,2023-02-06,03:17.6,38.069,37.3847,6.7,4.2,0,4.2,4.1,0,0,Ke,AGCASAR-NURHAK (KAHRAMANMARAS) [South East  3.2 km]
696,2.02E+13,2023-02-06,00:07.5,38.3375,37.3762,5.4,4.4,0,4.4,0,0,0,Ke,AKSAKAL-ELBISTAN (KAHRAMANMARAS) [North West  4.1 km]
697,2.02E+13,2023-02-06,54:38.6,38.1908,36.6173,5,4.6,0,4.6,0,0,0,Ke,ESENKOY-GOKSUN (KAHRAMANMARAS) [West 4.1 km]
698,2.02E+13,2023-02-06,47:59.5,38.158,37.0353,1.8,4.5,0,4.5,4.3,0,0,Ke,ORTAKLI-AFSIN (KAHRAMANMARAS) [East 1.4 km]
699,2.02E+13,2023-02-06,45:20.3,38.0772,36.4573,5.4,4.3,0,4.3,0,0,0,Ke,MEHMETBEY-GOKSUN (KAHRAMANMARAS) [South West  1.8 km]
700,2.02E+13,2023-02-06,36:44.5,38.037,36.5622,2.5,4.6,0,4.6,0,0,0,Ke,YANTEPE-GOKSUN (KAHRAMANMARAS) [North East  1.4 km]
701,2.02E+13,2023-02-06,36:34.0,37.8098,37.795,21.2,4.8,0,4.8,0,0,0,Ke,AKCABEL-GOLBASI (ADIYAMAN) [North 1.4 km]
702,2.02E+13,2023-02-06,34:42.5,38.2663,38.2253,4.2,4.8,0,4.8,0,0,0,Ke,GUNDUZBEY-YESILYURT (MALATYA) [South West  3.7 km]
703,2.02E+13,2023-02-06,33:15.1,38.1167,38.54,5.7,4,0,4,0,0,0,Ke,GECITLI-SINCIK (ADIYAMAN) [South East  1.7 km]
704,2.02E+13,2023-02-06,21:18.2,38.0958,36.4045,5,4.3,0,4.3,0,0,0,Ke,SOGUKPINAR-GOKSUN (KAHRAMANMARAS) [North East  4.6 km]
705,2.02E+13,2023-02-06,19:12.1,37.9442,37.4725,17.8,4,0,4,0,0,0,Ke,NURHAK (KAHRAMANMARAS) [South East  3.2 km]
706,2.02E+13,2023-02-06,13:46.9,38.0033,37.4815,3.4,4.9,0,4.9,0,0,0,Ke,KULLAR-NURHAK (KAHRAMANMARAS) [North West  4.1 km]
707,2.02E+13,2023-02-06,07:33.7,38.0432,36.3895,4.8,4.2,0,4.2,0,0,0,Ke,SOGUKPINAR-GOKSUN (KAHRAMANMARAS) [South West  1.5 km]
708,2.02E+13,2023-02-06,02:12.1,38.0243,36.5085,5,6,0,6,6,0,0,Ke,GOKSUN (KAHRAMANMARAS) [North East  1.3 km]
709,2.02E+13,2023-02-06,58:37.0,38.0832,37.6983,6.9,4.9,0,4.9,0,0,0,Ke,BEGRE-DOGANSEHIR (MALATYA) [North East  3.8 km]
710,2.02E+13,2023-02-06,55:58.2,38.0657,36.4678,5,4.2,0,4.2,4.1,0,0,Ke,CAGLAYAN-GOKSUN (KAHRAMANMARAS) [North East  2.7 km]
711,2.02E+13,2023-02-06,51:19.1,38.1953,37.8298,5,4.1,0,4.1,0,0,0,Ke,DEDEYAZI-DOGANSEHIR (MALATYA) [South West  4.5 km]
712,2.02E+13,2023-02-06,50:04.8,38.052,36.3645,6.9,4.5,0,4.5,0,0,0,Ke,SOGUKPINAR-GOKSUN (KAHRAMANMARAS) [West 2.6 km]
713,2.02E+13,2023-02-06,44:07.7,38.3002,38.149,1.1,4.5,0,4.5,0,0,0,Ke,DURULDU- (MALATYA) [South West  2.8 km]
714,2.02E+13,2023-02-06,39:41.8,38.1133,36.4683,5,4.4,0,4.4,0,0,0,Ke,MAHMUTBEY-GOKSUN (KAHRAMANMARAS) [North West  0.8 km]
715,2.02E+13,2023-02-06,35:27.5,38.0275,37.4738,5.2,4.5,0,4.5,0,0,0,Ke,TATLAR-NURHAK (KAHRAMANMARAS) [North West  6.3 km]
716,2.02E+13,2023-02-06,34:18.4,38.1552,37.6912,7,4.1,0,4.1,0,0,0,Ke,ATMALIKASANLI-ELBISTAN (KAHRAMANMARAS) [South East  2.8 km]
717,2.02E+13,2023-02-06,30:43.8,38.2515,37.9625,5,4.4,0,4.4,0,0,0,Ke,DEDEKOY-AKCADAG (MALATYA) [North West  3.0 km]
718,2.02E+13,2023-02-06,27:59.6,38.06,38.1768,12.2,4.7,0,4.7,0,0,0,Ke,PINARBASI-CELIKHAN (ADIYAMAN) [North West  3.3 km]
719,2.02E+13,2023-02-06,16:39.9,38.0583,36.5323,14,4.3,0,4.3,0,0,0,Ke,ORTATEPE-GOKSUN (KAHRAMANMARAS) [South East  1.0 km]
720,2.02E+13,2023-02-06,16:26.1,38.0988,36.6077,9.2,4.1,0,4.1,0,0,0,Ke,KANLIKAVAK-GOKSUN (KAHRAMANMARAS) [South West  1.9 km]
721,2.02E+13,2023-02-06,11:40.5,38.0655,37.2945,6.8,4.8,0,4.8,0,0,0,Ke,GUMUSDOVEN-ELBISTAN (KAHRAMANMARAS) [South East  4.6 km]
722,2.02E+13,2023-02-06,05:37.7,38.1308,36.4318,5.4,4.8,0,4.8,0,0,0,Ke,MURSEL-GOKSUN (KAHRAMANMARAS) [South West  2.4 km]
723,2.02E+13,2023-02-06,04:35.7,38.0642,36.7998,9.3,4.2,0,4.2,0,0,0,Ke,KORKMAZ-GOKSUN (KAHRAMANMARAS) [South East  2.2 km]
724,2.02E+13,2023-02-06,01:38.4,37.8932,37.32,24,4.2,0,4.2,0,0,0,Ke,UMUTLU-NURHAK (KAHRAMANMARAS) [North West  1.1 km]
725,2.02E+13,2023-02-06,00:51.3,38.176,37.7892,11.8,4.2,0,4.2,0,0,0,Ke,CAVUSLU-DOGANSEHIR (MALATYA) [North 2.8 km]
726,2.02E+13,2023-02-06,56:26.2,38.0508,37.4558,19.5,4.3,0,4.3,0,0,0,Ke,TATLAR-NURHAK (KAHRAMANMARAS) [North West  9.0 km]
727,2.02E+13,2023-02-06,51:31.6,38.1855,37.9793,7.5,5.8,0,5.8,0,0,0,Ke,SUCATI-DOGANSEHIR (MALATYA) [South West  1.3 km]
728,2.02E+13,2023-02-06,50:36.2,38.1405,37.7047,10.5,4.4,0,4.4,0,0,0,Ke,ARMUTALAN-ELBISTAN (KAHRAMANMARAS) [North East  3.1 km]
729,2.02E+13,2023-02-06,47:42.9,38.0585,36.5362,8,4.4,0,4.4,0,0,0,Ke,ORTATEPE-GOKSUN (KAHRAMANMARAS) [South East  1.3 km]
730,2.02E+13,2023-02-06,46:56.0,38.1678,36.8755,8,4.5,0,4.5,0,0,0,Ke,ESENCE-AFSIN (KAHRAMANMARAS) [North 1.4 km]
731,2.02E+13,2023-02-06,44:46.6,38.197,37.8608,11.6,4.4,0,4.4,0,0,0,Ke,DEDEYAZI-DOGANSEHIR (MALATYA) [South 3.1 km]
732,2.02E+13,2023-02-06,38:57.6,38.1212,37.5037,5,4.2,0,4.2,4.1,0,0,Ke,SUNNETKOY-ELBISTAN (KAHRAMANMARAS) [South East  4.1 km]
733,2.02E+13,2023-02-06,35:58.6,38.1433,37.7937,8.2,5.8,0,5.8,0,0,0,Ke,CAVUSLU-DOGANSEHIR (MALATYA) [South East  1.0 km]
734,2.02E+13,2023-02-06,32:08.9,38.0392,37.0478,4.6,5.4,0,5.4,0,0,0,Ke,YENIKOY-EKINOZU (KAHRAMANMARAS) [North West  3.0 km]
735,2.02E+13,2023-02-06,30:27.8,37.9745,36.3452,13.6,4.8,0,4.8,0,0,0,Ke,HUGTAS-GOKSUN (KAHRAMANMARAS) [South West  3.2 km]
736,2.02E+13,2023-02-06,26:48.4,38.3543,38.2823,16.1,5.7,0,5.7,0,0,0,Ke,MALATYA (MALATYA) [North West  2.9 km]
737,2.02E+13,2023-02-06,24:47.9,38.0818,37.1773,5,7.6,0,7.4,7.6,0,0,Ke,EKINOZU (KAHRAMANMARAS) [North West  2.7 km]
738,2.02E+13,2023-02-06,12:15.9,38.1272,38.3498,7.9,4.2,0,4.2,4.1,0,0,Ke,SALKONAK-YESILYURT (MALATYA) [South West  2.2 km]
739,2.02E+13,2023-02-06,48:41.9,38.827,39.4907,5,4.2,0,4.2,4.2,0,0,Ke,KONURAT-PERTEK (TUNCELI) [North West  2.6 km]
740,2.02E+13,2023-02-06,43:51.6,38.3243,38.7642,8.2,4,0,3.9,4,0,0,Ke,CANAKCI-KALE (MALATYA) [South 2.8 km]
741,2.02E+13,2023-02-06,36:16.0,37.2655,36.7483,5,4.7,0,4.7,0,0,0,Ke,SEKEROBA-TURKOGLU (KAHRAMANMARAS) [North West  2.3 km]
742,2.02E+13,2023-02-06,23:45.0,36.9412,36.421,10.3,4.9,0,4.9,0,0,0,Ke,KULLU- (OSMANIYE) [North East  2.3 km]
743,2.02E+13,2023-02-06,21:01.5,38.1602,38.2385,5,4.4,0,4.2,4.4,0,0,Ke,CAMPINAR-CELIKHAN (ADIYAMAN) [North 4.8 km]
744,2.02E+13,2023-02-06,01:38.9,36.8702,36.4042,5,4,0,4,0,0,0,Ke,KAPILI-DORTYOL (HATAY) [South East  1.4 km]
745,2.02E+13,2023-02-06,58:33.8,38.1288,38.3557,8.1,4.5,0,4.5,0,0,0,Ke,SALKONAK-YESILYURT (MALATYA) [South 2.0 km]
746,2.02E+13,2023-02-06,52:36.7,37.4877,37.1302,3.2,4.6,0,4.6,4.4,0,0,Ke,KARTAL- (KAHRAMANMARAS) [South 3.2 km]
747,2.02E+13,2023-02-06,44:41.8,38.2048,38.3557,5,4.2,0,4.2,0,0,0,Ke,UCGOZE-YESILYURT (MALATYA) [South 2.1 km]
748,2.02E+13,2023-02-06,02:15.1,37.942,37.9558,8.9,4.2,0,4.1,4.2,0,0,Ke,ERKENEK-DOGANSEHIR (MALATYA) [North East  1.7 km]
749,2.02E+13,2023-02-06,01:47.1,36.6043,36.5467,11.8,4.2,0,4.2,4.1,0,0,Ke,DEMIRKONAK-KIRIKHAN (HATAY) [North East  2.9 km]
750,2.02E+13,2023-02-06,41:14.4,37.9828,37.9285,5.8,4.1,0,4.1,4.1,0,0,Ke,SURGU-DOGANSEHIR (MALATYA) [South West  5.1 km]
751,2.02E+13,2023-02-06,21:06.3,37.4755,37.137,7.7,4,0,4,0,0,0,Ke,DOGANLIKARAHASAN-PAZARCIK (KAHRAMANMARAS) [West 2.8 km]
752,2.02E+13,2023-02-06,08:42.7,37.4602,36.8688,5,4.2,0,4,4.2,0,0,Ke,CAKALLIHASANAGA-TURKOGLU (KAHRAMANMARAS) [North West  1.4 km]
753,2.02E+13,2023-02-06,08:31.5,36.5962,36.4158,9.8,4.4,0,4.4,4.2,0,0,Ke,KARAMANKASI-KIRIKHAN (HATAY) [West 0.8 km]
754,2.02E+13,2023-02-06,59:05.8,37.5012,37.1373,4.8,4.3,0,4.3,0,0,0,Ke,KARTAL- (KAHRAMANMARAS) [South East  1.9 km]
755,2.02E+13,2023-02-06,54:57.7,37.705,37.3625,8.5,4.9,0,4.9,4.9,0,0,Ke,KUCUKUNGUT-CAGLAYANCERIT (KAHRAMANMARAS) [North West  1.3 km]
756,2.02E+13,2023-02-06,43:28.9,37.9727,38.1468,12.9,4,0,4,0,0,0,Ke,KURUCAOVA-DOGANSEHIR (MALATYA) [South East  3.1 km]
757,2.02E+13,2023-02-06,27:51.2,38.0872,38.2455,2.7,4,0,4,4,0,0,Ke,GOLBAGI-CELIKHAN (ADIYAMAN) [North East  2.0 km]
758,2.02E+13,2023-02-06,26:29.9,37.291,37.0777,5,4.4,0,4.4,0,0,0,Ke,ORDEKDEDE-PAZARCIK (KAHRAMANMARAS) [South West  2.2 km]
